,0
account_rolling_winrate,0.583380298067693
prev_sentiment_value,0.2279638355338754
side_enc,0.0693198091477164
notional,0.058517375540720035
prev_sentiment_simple_enc,0.03445507744985952
coin_group_enc,0.02636360426013558
